,course_title,is_paid,price,num_subscribers,num_reviews,num_lectures,level,content_duration,subject
1984,How to play Piano - Go from a Beginner/Intermediate to a Pro,True,200.0,5316,159.0,291,All Levels,31.0,Musical Instruments
1985,Guitar Super System Level 2,True,50.0,4192,128.0,34,Expert Level,1.5,Musical Instruments
1986,"LEARN HARMONICA, amaze your friends and have fun - it's easy",True,200.0,8857,718.0,131,All Levels,15.5,Musical Instruments
1987,The Complete Piano & Music Theory Beginners Course,True,50.0,10435,665.0,23,All Levels,1.5,Musical Instruments
1988,Ultimate Beginner Guitar Masterclass,True,200.0,8113,79.0,124,Beginner Level,11.5,Musical Instruments
1989,Quicklessons Piano Course - Learn to Play Piano by Ear!,True,200.0,7178,260.0,144,All Levels,8.5,Musical Instruments
1990,"Learn guitar the Right way! Complete 'KickStarter course""",True,150.0,2102,33.0,99,Beginner Level,9.0,Musical Instruments
1991,CAGED Pentatonic System for Guitar - Level 1,True,45.0,1329,52.0,35,All Levels,1.5,Musical Instruments
1992,CAGED Pentatonic System for Guitar - Level 2,True,45.0,1220,13.0,26,All Levels,1.5,Musical Instruments
1993,Learn to Play Piano From a Concert Pianist - For Beginners,True,200.0,3206,18.0,17,Beginner Level,1.0,Musical Instruments
1994,#12 Hand Coordination: Let your Hands dance with Ballad 9,True,75.0,482,1.0,47,Intermediate Level,1.5,Musical Instruments
1995,How To Make Money With A Cover Band,True,50.0,2498,12.0,25,All Levels,3.5,Musical Instruments
1996,How To Play Guitar - For Absolute Beginners,True,35.0,478,3.0,18,Beginner Level,1.0,Musical Instruments
1997,Learn How to Improvise on Guitar in 30 Days,True,200.0,1788,89.0,33,Beginner Level,6.0,Musical Instruments
1998,Play Piano 8 - Play Over the Rainbow by Ear & Free Improvise,True,50.0,1249,6.0,69,All Levels,1.5,Musical Instruments
1999,The Best Beginner Guitar Course Ever,True,50.0,1976,252.0,16,Beginner Level,1.0,Musical Instruments
2000,Piano For Singer/Songwriters 2: Pop/Rock Rhythm Immersion,True,100.0,567,37.0,24,All Levels,1.5,Musical Instruments
2001,Guitar: Learn 10 CCR Guitar Chord Progressions,True,50.0,2045,8.0,24,Beginner Level,2.0,Musical Instruments
2002,"Play Piano 2:  Play 'Love Me Tender By Ear with 2-5 Chords""",True,50.0,1204,8.0,56,All Levels,1.5,Musical Instruments
2003,Learn Piano #10 Tritone Chord Substitution with Jazzy Sounds,True,60.0,1227,2.0,26,All Levels,0.6333333329999999,Musical Instruments
2004,Getting Started with Playing Guitar,False,0.0,47652,1141.0,26,Beginner Level,4.0,Musical Instruments
2005,Piano Playing: Reading and Playing Classical Tunes Vol.II,True,40.0,1638,3.0,17,Beginner Level,1.5,Musical Instruments
2006,Harmonica Jamz: The Only Course on Jammin' with Friends,True,60.0,568,8.0,65,Beginner Level,5.0,Musical Instruments
2007,Guitar - Learn 10 Legendary Chord Progressions for Guitar,True,55.0,3013,15.0,28,Beginner Level,1.5,Musical Instruments
2008,Guitar - Blues Guitar for Beginners,True,45.0,2795,26.0,25,Beginner Level,1.0,Musical Instruments
2009,Electric Guitar for Beginners - RockStarter Level 1,True,40.0,491,5.0,29,Beginner Level,2.5,Musical Instruments
2010,The Circle of Fifths for Guitarists,True,50.0,1018,2.0,5,Intermediate Level,1.5,Musical Instruments
2011,Piano Runs & Fills #2: Play Rolling Cascading Runs for Intro,True,70.0,2164,10.0,30,All Levels,1.0,Musical Instruments
2012,Piano - Circle of 5ths to Play A Song in 12 Keys in 12 Days,True,95.0,2415,16.0,115,All Levels,2.5,Musical Instruments
2013,Essential Theory and Technique for Guitar,False,0.0,2285,34.0,22,Beginner Level,2.0,Musical Instruments
2014,Piano for Complete Beginners: Learn your first song today!,True,40.0,1268,10.0,30,Beginner Level,1.0,Musical Instruments
2015,Master Class Piano Techniques: Tips To EZ Coordinate 2 Hands,True,95.0,2026,3.0,62,Intermediate Level,2.5,Musical Instruments
2016,Master Class # 11:  Play Piano Techniques Learn Piano 1 to10,True,95.0,2164,10.0,113,All Levels,2.0,Musical Instruments
2017,Learn all Piano Chords in all Piano Scales with logic,True,45.0,969,2.0,17,Beginner Level,1.0,Musical Instruments
2018,Learn to play the piano or keyboard from scratch,True,145.0,1987,11.0,161,Beginner Level,14.0,Musical Instruments
2019,5 Exotic Guitar Scales and How to Use Them Effectively,True,50.0,1319,101.0,21,Intermediate Level,1.0,Musical Instruments
2020,Learn 4 Chords and Play Thousands of Songs!,True,20.0,4560,177.0,22,Beginner Level,1.5,Musical Instruments
2021,#10 Hand Coordination - Transfer Chord Ballad 9 - C & Bb Key,True,75.0,1593,1.0,41,Intermediate Level,1.0,Musical Instruments
2022,Acoustic Fingerstyle Guitar Course: Beginner to Advanced,True,200.0,6565,55.0,56,All Levels,4.0,Musical Instruments
2023,Guitar Chord Mastery!Turn Your Brain Into A Chord Encyclopia,True,200.0,4133,173.0,224,Intermediate Level,28.5,Musical Instruments
2024,Play Piano 1 Master Class Intro:  Standards 2-5 Power Chords,True,50.0,1541,14.0,42,All Levels,1.0,Musical Instruments
2025,Best Beginner Guitar Lessons by Sam Lyons,True,20.0,14560,20.0,32,All Levels,2.0,Musical Instruments
2026,A new approach to piano and playing songs for beginners,True,50.0,7140,72.0,26,Beginner Level,1.5,Musical Instruments
2027,Learn Guitar: Zero to Guitar Fingerpicking in 30 days,True,50.0,1495,26.0,36,Beginner Level,2.5,Musical Instruments
2028,How to play Contemporary Piano,True,25.0,1200,35.0,10,All Levels,0.6,Musical Instruments
2029,Piano Technique Exercises Vol.1,True,50.0,1674,4.0,24,All Levels,1.0,Musical Instruments
2030,Instant Harmonica - Learning the Basic 12 Bar Blues Bassline,True,40.0,54,6.0,10,All Levels,1.0,Musical Instruments
2031,#5  Piano Hand Coordination:  Piano Runs in 2 Beats Eb Key,True,75.0,940,3.0,32,Intermediate Level,,Musical Instruments
2032,Modern Country Guitar: Technique Booster,True,30.0,1152,16.0,42,Intermediate Level,2.5,Musical Instruments
2033,"Blues Guitar Lessons for Beginners: Chords, Rhythm and Lead",True,95.0,2558,19.0,16,Beginner Level,3.0,Musical Instruments
2034,#4 Piano Hand Coordination: Fun Piano Runs in 2 Beats C Key,True,75.0,850,3.0,43,Intermediate Level,1.0,Musical Instruments
2035,3 step formula for playing guitar by ear,True,25.0,3937,54.0,20,Beginner Level,1.5,Musical Instruments
2036,"How to play 'Electric Guitar"",https://www.udemy.com/electric-guitar-beginners-method/,true,50,1105,5,20,Beginner Level,2 hours,2016-12-29T00:24:06Z
42038,Learn Piano Today: How to Play Piano Course in Quick Lessons""",True,100.0,6271,68.0,75,All Levels,5.0,Musical Instruments
2037,Play Piano by Ear Today! SuperCourse,True,60.0,4557,21.0,77,All Levels,5.5,Musical Instruments
2038,Learn to Read & Write Music to play Piano & more instruments,True,115.0,5292,38.0,85,All Levels,10.5,Musical Instruments
2039,The Complete Piano Course - Master The Piano,True,95.0,4982,276.0,240,All Levels,23.0,Musical Instruments
2040,Learn to play your favorite guitar songs by ear,True,50.0,4733,11.0,15,All Levels,1.5,Musical Instruments
2041,Piano for Singer/Songwriters | Write Songs and Perform Live!,True,100.0,3371,175.0,42,Beginner Level,3.0,Musical Instruments
2042,Fun Beginner Ukulele Course,True,55.0,1409,41.0,17,Beginner Level,1.5,Musical Instruments
2043,Learn Guitar in 21 Days,True,20.0,26504,192.0,82,Beginner Level,2.5,Musical Instruments
2044,Fun Ukulele Strumming Course,True,45.0,3141,10.0,15,Beginner Level,1.0,Musical Instruments
2045,The Professional Bass Masterclass,True,200.0,1449,136.0,88,All Levels,7.0,Musical Instruments
2046,The Allman Brothers Guitar Roots And Techniques,True,75.0,2692,29.0,14,Intermediate Level,1.5,Musical Instruments
2047,Blues Guitar Fundamentals,True,50.0,3312,107.0,21,Intermediate Level,1.5,Musical Instruments
2048,#6 Piano Hand Coordination: Play Open 10 Ballad to 9/4 Song,True,65.0,2015,3.0,21,Intermediate Level,0.7333333329999999,Musical Instruments
2049,#7 Piano Hand Coordination: Play Piano Runs in 3 Beats 9/4,True,65.0,2015,2.0,25,Intermediate Level,1.0,Musical Instruments
2050,Beginner Level Popular Piano Program - Month 1,True,30.0,7,2.0,13,Beginner Level,1.0,Musical Instruments
2051,Piano Lessons for the R&B Fan,True,20.0,228,2.0,64,All Levels,8.0,Musical Instruments
2052,Guitar Lessons - Blind Blake - King Of Ragtime Blues Guitar,True,20.0,65,5.0,13,Expert Level,4.0,Musical Instruments
2053,Darbuka Drumming: Learn how to play the Darbuka Dounbek,False,0.0,1094,45.0,11,Beginner Level,1.0,Musical Instruments
2054,Awesome Lead Guitar 1,True,25.0,60,6.0,38,Beginner Level,4.5,Musical Instruments
2055,The art of piano improvisation,True,20.0,83,4.0,9,All Levels,,Musical Instruments
2056,How To Build A Professional Djembe: Create Music Beauty &Biz,True,40.0,122,2.0,29,All Levels,1.5,Musical Instruments
2057,Advanced Euphonium Studies - Learn to Master the Euphonium!​,True,50.0,106,7.0,89,All Levels,6.0,Musical Instruments
2058,Didgeridoo - from zero to HERO! Part Two. Intermediate.,True,35.0,55,2.0,30,Intermediate Level,2.0,Musical Instruments
2059,Fingerstyle Guitar by Jacques Stotzem - Advanced Level,True,30.0,77,4.0,14,All Levels,2.0,Musical Instruments
2060,Trumpet Pro Series - You're going to love practicing Trumpet,True,50.0,92,1.0,25,All Levels,6.0,Musical Instruments
2061,A Guide to Analog Synths: For the modern EDM enthusiast.,True,20.0,29,4.0,37,All Levels,3.5,Musical Instruments
2062,Acoustic Blues Guitar Lessons,False,0.0,8217,109.0,10,Intermediate Level,1.0,Musical Instruments
2063,Accelerate Your Guitar Learning With Metal Techniques,True,20.0,1305,25.0,68,All Levels,6.5,Musical Instruments
2064,Beginner Step by Step Keharwa Theka Tabla Course,True,20.0,916,26.0,16,Beginner Level,0.666666667,Musical Instruments
2065,Just chords Piano: Learn to Play Piano Quickly - No Music,True,85.0,2357,15.0,53,Beginner Level,5.0,Musical Instruments
2066,Play Ukulele Now,True,30.0,1951,88.0,78,All Levels,5.0,Musical Instruments
2068,Piano Runs & Fills #1: Play Dreamy Whole Tone Scale Runs,True,70.0,769,10.0,33,All Levels,1.0,Musical Instruments
2069,Play Piano Today - Easy Festive Favorites & Piano Party Hits,True,75.0,3122,6.0,80,All Levels,4.0,Musical Instruments
2070,The 80/20 Beginner Guitar Course,True,50.0,1269,27.0,51,Beginner Level,3.0,Musical Instruments
2071,Drums for Beginners,False,0.0,1618,4.0,15,Beginner Level,3.0,Musical Instruments
2072,Digital Pianist Course-Learn Piano & Keyboard Fast & Easy,True,150.0,89,7.0,35,Beginner Level,3.0,Musical Instruments
2073,Learn to play guitar and sing at the same time,True,45.0,66,9.0,8,Beginner Level,1.0,Musical Instruments
2074,Introduction to Ukulele 1,True,20.0,630,25.0,27,Beginner Level,1.0,Musical Instruments
2075,Learn Flute FAST!,True,45.0,249,33.0,61,Beginner Level,4.0,Musical Instruments
2076,Guitar Lessons - Soloing With Arpeggios - Essential Guide ,True,45.0,198,11.0,34,Intermediate Level,5.0,Musical Instruments
2077,Piano With Willie: Blues n' Boogie Vol. 3,True,40.0,84,4.0,10,Intermediate Level,2.5,Musical Instruments
2078,Instant Harmonica - play The Kesh (pt 1) it's easy and fun!,True,40.0,58,5.0,11,All Levels,0.583333333,Musical Instruments
2079,Piano Lessons For Beginners: Learn Piano Quickly And Easily,True,75.0,186,35.0,56,Beginner Level,3.0,Musical Instruments
2080,The Easy Beginner Drum Course,True,25.0,21,4.0,12,Beginner Level,0.5,Musical Instruments
2081,Instant Harmonica - play Somewhere Over the Rainbow now!,True,40.0,431,2.0,11,Beginner Level,1.0,Musical Instruments
2082,Instant Harmonica - play The Kesh (part 2) - easy and fun!,True,20.0,53,5.0,9,Beginner Level,0.583333333,Musical Instruments
2083,The 80/20 Guitar: Write Music and Play Guitar in 30 Days,False,0.0,2610,28.0,24,All Levels,3.5,Musical Instruments
2084,Ukulele 2 : Level 1 KEY OF C AND STRUMS,True,20.0,26,2.0,26,Beginner Level,1.0,Musical Instruments
2085,Guitar for Music Educators: Learning How to Teach Guitar,True,20.0,32,3.0,22,Beginner Level,1.5,Musical Instruments
2086,Piano Tutorial : Ludovico Einaudi - Una Mattina,False,66.1213935764834,1631,23.0,6,All Levels,0.7333333329999999,Musical Instruments
2087,Guitar Solo - Theory and Improvisation Lessons,True,60.0,12,4.0,34,Intermediate Level,1.5,Musical Instruments
2088,Bluegrass Guitar Essentials: Webisodes 3 & 4,True,30.0,12,2.0,13,Intermediate Level,2.0,Musical Instruments
2089,Instant Harmonica - play Christmas + Birthday songs now!,True,40.0,236,0.0,18,All Levels,1.5,Musical Instruments
2090,Blues Master - Advanced Techniques Piano Course,True,75.0,7,2.0,14,All Levels,1.0,Musical Instruments
2091,Bluegrass Guitar Essentials: Webisodes 5 & 6,True,30.0,11,2.0,16,Intermediate Level,3.0,Musical Instruments
2092,Trombone Lessons For Beginners,True,95.0,11,2.0,34,Beginner Level,3.0,Musical Instruments
2093,Rhythm to Rock Drum Lesson 6,True,20.0,12,1.0,13,Beginner Level,1.5,Musical Instruments
2094,Flute Pro Series - You're about to love practicing the flute,True,50.0,135,1.0,28,All Levels,6.5,Musical Instruments
2095,How To Play Guitar - Everything You Need To Know To Start,True,50.0,5,1.0,8,Beginner Level,1.0,Musical Instruments
2096,Trombone Pro Series - Fall in love with the Trombone,True,50.0,57,6.0,57,All Levels,7.0,Musical Instruments
2097,Learn How To Play 25 Classic Hip Hop Songs Ch.2,True,25.0,7,1.0,27,All Levels,3.5,Musical Instruments
2098,Learn to play tunes by ear on harmonica - no written music,True,35.0,73,3.0,15,Intermediate Level,2.0,Musical Instruments
2099,Fingerpicking for Guitar,True,20.0,35,4.0,26,All Levels,3.0,Musical Instruments
2100,"Music Theory, Guitar and Ear Training",True,60.0,30,3.0,39,Beginner Level,3.0,Musical Instruments
2101,"Piano Unbound. Piano learning method, a course for beginners",True,195.0,32,1.0,39,All Levels,2.5,Musical Instruments
2102,Advanced Trombone Studies - Learn to Master the Trombone!,True,50.0,39,2.0,136,All Levels,8.0,Musical Instruments
2103,"Euphonium Solos: Learn to Perform Three Fun, Unique Pieces!",True,50.0,90,2.0,61,All Levels,2.5,Musical Instruments
2104,Piano With Willie: Tritones & Phat Chords,True,40.0,37,3.0,19,Intermediate Level,2.0,Musical Instruments
2105,Piano for Kids: Developing Your Child's Creative Abilities,True,65.0,42,2.0,37,Beginner Level,4.0,Musical Instruments
2106,Piano Lessons For The Hip Hop Fan,True,20.0,276,2.0,62,Intermediate Level,5.5,Musical Instruments
2107,French Horn Solos: Learn how to Perform Three Fun Pieces!,True,50.0,88,1.0,48,All Levels,3.0,Musical Instruments
2108,Bluegrass Guitar Essentials: Webisodes 9 & 10,True,30.0,10,0.0,12,Intermediate Level,2.0,Musical Instruments
2109,Clarinet Lessons For Beginners,True,95.0,11,0.0,41,Beginner Level,3.0,Musical Instruments
2110,Play music on Harmonica using 8 notes - learn easy tunes!,True,35.0,29,0.0,14,Beginner Level,1.0,Musical Instruments
2111,Learn Piano Online-A Quiet Solace Piano Solo,True,50.0,7,0.0,10,Intermediate Level,1.0,Musical Instruments
2112,Bluegrass Guitar Essentials: Webisodes 7 & 8,True,30.0,9,0.0,10,Intermediate Level,2.0,Musical Instruments
2113,The Art of the Blues Shuffle - A Guitarist's Guide,True,20.0,8,0.0,11,Intermediate Level,1.5,Musical Instruments
2114,Learn Piano Online-Ambiance Piano Solo,True,50.0,8,0.0,10,Intermediate Level,1.0,Musical Instruments
2115,Piano Lessons For Beginners,True,95.0,8,0.0,50,Beginner Level,4.0,Musical Instruments
2116,The Theory & Practice of Modes on the Guitar,True,35.0,17,0.0,7,Intermediate Level,1.5,Musical Instruments
2117,Learn How To Play The Trumpet,True,75.0,2,0.0,24,All Levels,1.5,Musical Instruments
2118,Violin for Beginners,True,50.0,4,0.0,18,Beginner Level,0.7333333329999999,Musical Instruments
2119,Beginner Acoustic Guitar Lessons,True,25.0,8,0.0,12,Beginner Level,1.0,Musical Instruments
2120,Aprendiendo Piano: Tocando piezas populares Vol.I,True,100.0,122,3.0,59,Beginner Level,3.5,Musical Instruments
2121,Curso de Bateria - Explorando Diferentes Divisões,True,55.0,5,2.0,19,Intermediate Level,2.0,Musical Instruments
2122,Escalas Pentatónicas para guitarristas,True,25.0,11,3.0,23,All Levels,0.6,Musical Instruments
2123,Brass Master Class,True,20.0,36,6.0,30,All Levels,2.0,Musical Instruments
2124,Enseñando música: mejora tus clases de instrumento ,True,30.0,111,3.0,18,Beginner Level,1.5,Musical Instruments
2125,Ukelele exprés: aprende a tocar en menos de un mes,False,0.0,888,64.0,25,Beginner Level,1.5,Musical Instruments
2126,Curso de Guitarra para Principiantes,True,20.0,53,5.0,39,Beginner Level,3.0,Musical Instruments
2127,Mundharmonika spielen - mein schönstes Hobby,True,20.0,65,7.0,77,Beginner Level,2.5,Musical Instruments
2128,Aprende el acordeón de oído y con técnica –Nivel Intermedio–,True,25.0,38,7.0,51,Intermediate Level,4.5,Musical Instruments
2129,Présentation du Banjo Ténor,True,20.0,18,4.0,31,Beginner Level,1.5,Musical Instruments
2130,Aprende a tocar el acordeón de botones,True,50.0,22,4.0,21,All Levels,3.5,Musical Instruments
2131,Aprendiendo piano: Lectura de piezas clásicas Vol.I,True,50.0,211,12.0,30,Beginner Level,1.5,Musical Instruments
2132,Pedais de efeito para Contrabaixo,True,50.0,10,3.0,10,All Levels,2.5,Musical Instruments
2133,Mantenimiento y octavación para guitarras eléctricas,True,35.0,12,3.0,14,All Levels,1.0,Musical Instruments
2134,Aprende a tocar el violín desde cero,True,50.0,17,1.0,22,All Levels,2.5,Musical Instruments
2135,Aprende a tocar el teclado como los expertos,True,50.0,11,1.0,37,All Levels,2.5,Musical Instruments
2136,Aprende a tocar el saxofón como siempre has querido,True,20.0,8,1.0,26,All Levels,3.5,Musical Instruments
2137,Guitarra para principiantes,True,20.0,7,1.0,46,Beginner Level,2.0,Musical Instruments
2138,Aprende a tocar flauta transversal sin complicaciones,True,50.0,6,2.0,23,All Levels,3.0,Musical Instruments
